site.name,site.id,ccamlr.region,Longitude.EPSG.4326,Latitude.EPSG.4326,common.name,day,month,year,season.starting,count,accuracy,count.type
Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,0,12,2010,2010,2513,2,nests
Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,0,12,2011,2011,2887,2,nests
Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,0,12,2012,2012,3083,2,nests
Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,0,12,2013,2013,2944,2,nests
Rumpa Island,RUMP,58.4.2,39.3905,-69.1441,adelie penguin,27,11,1980,1980,473,1,adults
Rumpa Island,RUMP,58.4.2,39.3905,-69.1441,adelie penguin,22,11,1981,1981,1145,1,adults
Rumpa Island,RUMP,58.4.2,39.3905,-69.1441,adelie penguin,14,11,1982,1982,1534,1,adults
Rumpa Island,RUMP,58.4.2,39.3905,-69.1441,adelie penguin,0,0,1983,1983,1200,1,adults
Rumpa Island,RUMP,58.4.2,39.3905,-69.1441,adelie penguin,0,0,1984,1984,1550,1,adults
Rumpa Island,RUMP,58.4.2,39.3905,-69.1441,adelie penguin,0,0,1985,1985,1224,1,adults
Rumpa Island,RUMP,58.4.2,39.3905,-69.1441,adelie penguin,0,0,1986,1986,1450,1,adults
Rumpa Island,RUMP,58.4.2,39.3905,-69.1441,adelie penguin,0,0,1987,1987,1537,1,adults
Rumpa Island,RUMP,58.4.2,39.3905,-69.1441,adelie penguin,0,0,1988,1988,2270,1,adults
Rumpa Island,RUMP,58.4.2,39.3905,-69.1441,adelie penguin,0,0,1989,1989,1338,1,adults
Rumpa Island,RUMP,58.4.2,39.3905,-69.1441,adelie penguin,0,0,1990,1990,1893,1,adults
Rumpa Island,RUMP,58.4.2,39.3905,-69.1441,adelie penguin,0,0,1991,1991,1498,1,adults
Rumpa Island,RUMP,58.4.2,39.3905,-69.1441,adelie penguin,0,0,1992,1992,1485,1,adults
Rumpa Island,RUMP,58.4.2,39.3905,-69.1441,adelie penguin,0,0,1993,1993,1760,1,adults
Rumpa Island,RUMP,58.4.2,39.3905,-69.1441,adelie penguin,0,0,1994,1994,1380,1,adults
Rumpa Island,RUMP,58.4.2,39.3905,-69.1441,adelie penguin,0,0,1995,1995,1466,1,adults
Rumpa Island,RUMP,58.4.2,39.3905,-69.1441,adelie penguin,0,0,1996,1996,1695,1,adults
Rumpa Island,RUMP,58.4.2,39.3905,-69.1441,adelie penguin,0,0,1997,1997,1433,1,adults
Rumpa Island,RUMP,58.4.2,39.3905,-69.1441,adelie penguin,0,0,1998,1998,2288,1,adults
Rumpa Island,RUMP,58.4.2,39.3905,-69.1441,adelie penguin,0,0,1999,1999,2549,1,adults
Rumpa Island,RUMP,58.4.2,39.3905,-69.1441,adelie penguin,0,0,2000,2000,2006,1,adults
Rumpa Island,RUMP,58.4.2,39.3905,-69.1441,adelie penguin,0,0,2001,2001,1882,1,adults
Rumpa Island,RUMP,58.4.2,39.3905,-69.1441,adelie penguin,0,0,2002,2002,3111,1,adults
Rumpa Island,RUMP,58.4.2,39.3905,-69.1441,adelie penguin,0,0,2003,2003,3080,1,adults
Rumpa Island,RUMP,58.4.2,39.3905,-69.1441,adelie penguin,0,0,2004,2004,3515,1,adults
Rupert Coast,RUPE,88.2,-143.3,-75.38,emperor penguin,20,10,2008,2008,1550,2,adults
Sabrina Islands,SABR,88.1,163.317,-66.9171,chinstrap penguin,3,2,1965,1964,4,1,adults
Sabrina Islands,SABR,88.1,163.317,-66.9171,adelie penguin,0,12,1984,1984,3471,2,nests
Sabrina Islands,SABR,88.1,163.317,-66.9171,adelie penguin,23,12,2000,2000,3766,1,nests
Sabrina Islands,SABR,88.1,163.317,-66.9171,chinstrap penguin,23,12,2000,2000,24,1,nests
Sabrina Islands,SABR,88.1,163.317,-66.9171,adelie penguin,0,12,2005,2005,4844,2,nests
Sabrina Islands,SABR,88.1,163.317,-66.9171,chinstrap penguin,27,2,2014,2013,40,4,adults
Sanae,SANA,48.6,-1.42,-70,emperor penguin,0,0,1979,1979,113,3,chicks
Sanae,SANA,48.6,-1.42,-70,emperor penguin,28,10,2009,2009,3193,2,adults
Scullin/Murray,SCUL,58.4.2,66.6968,-67.7833,adelie penguin,26,1,2011,2010,54499,5,nests
SE Fisher Bay,SEFB,58.4.1,146.0809,-67.5949,adelie penguin,3,2,2012,2011,9,5,nests
Sentry Rocks,SENT,88.1,167.4046,-70.7543,adelie penguin,0,12,1985,1985,119,2,nests
Sentry Rocks,SENT,88.1,167.4046,-70.7543,adelie penguin,4,12,2011,2011,344,5,nests
SE Promontory,SEPR,88.1,163.05,-66.65,adelie penguin,0,12,1984,1984,325,2,nests
SE Promontory,SEPR,88.1,163.05,-66.65,adelie penguin,0,12,2005,2005,890,2,nests
Shackleton Ice Shelf,SHAC,58.4.1,96.02,-64.86,emperor penguin,0,0,1960,1960,5000,5,adults
Shackleton Ice Shelf,SHAC,58.4.1,96.02,-64.86,emperor penguin,10,10,2009,2009,6471,2,adults
Sheelagh Islands,SHEE,58.4.2,50.1804,-66.5464,adelie penguin,26,1,2010,2009,7587,5,nests
Shepard Island,SHEI,88.2,-132.5519,-74.3773,adelie penguin,28,12,2010,2010,28934,5,nests
Shirley/Beall,SHLY,58.4.1,110.5,-66.283,adelie penguin,6,12,1989,1989,12861,2,nests
Shirley/Beall,SHLY,58.4.1,110.5,-66.283,adelie penguin,30,1,2011,2010,13658,5,nests
Sigaren,SIGA,58.4.2,39.4344,-69.1693,adelie penguin,0,0,2001,2001,13,1,adults
Sigaren,SIGA,58.4.2,39.4344,-69.1693,adelie penguin,0,0,2002,2002,28,1,adults
Sigaren,SIGA,58.4.2,39.4344,-69.1693,adelie penguin,0,0,2003,2003,18,1,adults
Sigaren,SIGA,58.4.2,39.4344,-69.1693,adelie penguin,0,0,2004,2004,37,1,adults
Sims Island,SIMS,88.3,-78.5407,-73.2725,adelie penguin,5,12,2012,2012,14784,5,nests
Smith,SMTH,48.5,-60.83,-74.37,emperor penguin,30,10,2009,2009,4018,2,adults
Smyley,SMYL,88.3,-78.83,-72.3,emperor penguin,12,11,2009,2009,6061,2,adults
Stanton Continental Rock,STAN,58.4.2,61.7175,-67.5342,adelie penguin,29,11,2008,2008,3227,1,adults
Stancomb,STCB,48.5,-23.09,-74.12,emperor penguin,0,0,1986,1986,3000,5,adults
Stancomb,STCB,48.5,-23.09,-74.12,emperor penguin,21,10,2009,2009,5455,2,adults
Steines Island,STEI,58.4.2,76.5825,-69.3412,adelie penguin,15,12,1981,1981,1176,1,nests
Steines Island,STEI,58.4.2,76.5825,-69.3412,adelie penguin,9,2,2011,2010,434,5,nests
Stanton unnamed,STUN,58.4.2,61.5978,-67.5078,adelie penguin,29,11,2008,2008,801,1,adults
Sturge Island,STUR,88.1,164.633,-67.467,adelie penguin,0,0,2002,2002,10,5,nests
Sven Foyn Island,SVEN,88.1,171.0695,-71.956,adelie penguin,0,12,1981,1981,29536,2,nests
Sven Foyn Island,SVEN,88.1,171.0695,-71.956,adelie penguin,0,12,1983,1983,31580,2,nests
Sven Foyn Island,SVEN,88.1,171.0695,-71.956,adelie penguin,0,12,1986,1986,39567,2,nests
Sven Foyn Island,SVEN,88.1,171.0695,-71.956,adelie penguin,0,12,1988,1988,35037,2,nests
Sven Foyn Island,SVEN,88.1,171.0695,-71.956,adelie penguin,0,12,1990,1990,19587,2,nests
Sven Foyn Island,SVEN,88.1,171.0695,-71.956,adelie penguin,0,12,1996,1996,25562,2,nests
Sven Foyn Island,SVEN,88.1,171.0695,-71.956,adelie penguin,0,12,1998,1998,23896,2,nests
Sven Foyn Island,SVEN,88.1,171.0695,-71.956,adelie penguin,0,12,2001,2001,22617,2,nests
Sven Foyn Island,SVEN,88.1,171.0695,-71.956,adelie penguin,0,12,2006,2006,30853,2,nests
Sven Foyn Island,SVEN,88.1,171.0695,-71.956,adelie penguin,12,1,2011,2010,29270,5,nests
Sven Foyn Island,SVEN,88.1,171.0695,-71.956,adelie penguin,0,12,2013,2013,44571,2,nests
Svenner Islands,SVIS,58.4.2,76.8346,-69.0341,adelie penguin,15,12,1981,1981,18065,1,nests
Southwest Island (Aviation Islands),SWIS,88.1,158.7833,-69.2666,adelie penguin,0,12,1985,1985,804,2,nests
Taylor Glacier,TAYG,58.4.2,60.88,-67.45,emperor penguin,0,0,1980,1980,1725,3,adults
Taylor Glacier,TAYG,58.4.2,60.88,-67.45,emperor penguin,0,0,1988,1988,2900,3,adults
Taylor Glacier,TAYG,58.4.2,60.88,-67.45,emperor penguin,21,10,2009,2009,519,2,adults
Tenmondai Rock,TENM,58.4.2,41.701,-68.4445,adelie penguin,25,1,1982,1981,96,1,adults
Tenmondai Rock,TENM,58.4.2,41.701,-68.4445,adelie penguin,11,2,2011,2010,86,5,nests
Thorgaut,THOR,58.4.2,63.5433,-67.4425,adelie penguin,23,11,2005,2005,5000,5,nests
Thorgaut,THOR,58.4.2,63.5433,-67.4425,adelie penguin,28,12,2006,2006,917,5,nests
"Thurston Glacier, Mount Siple",THUR,88.2,-125.621,-73.5,emperor penguin,17,10,2009,2009,2989,2,adults
Torinosu Cove,TORI,58.4.2,39.5667,-69.4833,adelie penguin,24,11,1981,1981,135,1,adults
Torinosu Cove,TORI,58.4.2,39.5667,-69.4833,adelie penguin,24,11,1982,1982,105,1,adults
Torinosu Cove,TORI,58.4.2,39.5667,-69.4833,adelie penguin,14,11,1984,1984,128,1,adults
Torinosu Cove,TORI,58.4.2,39.5667,-69.4833,adelie penguin,0,0,1986,1986,156,1,adults
Torinosu Cove,TORI,58.4.2,39.5667,-69.4833,adelie penguin,0,0,1989,1989,161,1,adults
Torinosu Cove,TORI,58.4.2,39.5667,-69.4833,adelie penguin,0,0,1990,1990,220,1,adults
Torinosu Cove,TORI,58.4.2,39.5667,-69.4833,adelie penguin,0,0,1993,1993,161,1,adults
Torinosu Cove,TORI,58.4.2,39.5667,-69.4833,adelie penguin,0,0,1994,1994,114,1,adults
Torinosu Cove,TORI,58.4.2,39.5667,-69.4833,adelie penguin,0,0,1995,1995,139,1,adults
Torinosu Cove,TORI,58.4.2,39.5667,-69.4833,adelie penguin,0,0,1997,1997,119,1,adults
Torinosu Cove,TORI,58.4.2,39.5667,-69.4833,adelie penguin,0,0,1998,1998,99,1,adults
Torinosu Cove,TORI,58.4.2,39.5667,-69.4833,adelie penguin,0,0,1999,1999,116,1,adults
Torinosu Cove,TORI,58.4.2,39.5667,-69.4833,adelie penguin,0,0,2000,2000,114,1,adults
Torinosu Cove,TORI,58.4.2,39.5667,-69.4833,adelie penguin,0,0,2001,2001,93,1,adults
Torinosu Cove,TORI,58.4.2,39.5667,-69.4833,adelie penguin,0,0,2002,2002,100,1,adults
Torinosu Cove,TORI,58.4.2,39.5667,-69.4833,adelie penguin,0,0,2003,2003,66,1,adults
Torinosu Cove,TORI,58.4.2,39.5667,-69.4833,adelie penguin,0,0,2004,2004,45,1,adults
Tryne Islands,TRYN,58.4.2,78.4125,-68.3809,adelie penguin,14,12,2011,2011,13789,5,nests
Ufs Island,UFSI,58.4.2,61.1406,-67.4694,adelie penguin,6,1,2009,2008,1942,5,nests
Ufs Island,UFSI,58.4.2,61.1406,-67.4694,adelie penguin,30,11,2008,2008,2300,2,adults
Unnnamed Island PE 1,UIP1,58.4.2,77.7506,-68.767,adelie penguin,0,0,2013,2013,0,0,nests
Unnnamed Island PE 2,UIP2,58.4.2,77.736,-68.9012,adelie penguin,14,12,2011,2011,40,5,nests
Unnnamed Island PE 3,UIP3,58.4.2,78.211,-68.4419,adelie penguin,14,12,2011,2011,123,5,nests
Unnamed Island PE 2 North,UIPN,58.4.2,77.7162,-68.9013,adelie penguin,9,2,2011,2010,6893,5,nests
Umbeashi,UMBE,58.4.2,43.01,-68.05,emperor penguin,0,0,1990,1990,235,0,chicks
Umbeashi,UMBE,58.4.2,43.01,-68.05,emperor penguin,14,10,2009,2009,146,2,adults
Unger Island (Unger Rock),UNGE,88.1,166.919,-70.6811,adelie penguin,0,12,1984,1984,107,2,nests
Unger Island (Unger Rock),UNGE,88.1,166.919,-70.6811,adelie penguin,0,12,1985,1985,138,2,nests
Unger Island (Unger Rock),UNGE,88.1,166.919,-70.6811,adelie penguin,12,2,2011,2010,305,5,nests
Unnamed 2,UNN2,58.4.2,63.5435,-67.4402,adelie penguin,9,2,2011,2010,0,1,nests
Unnamed 7,UNN7,58.4.2,63.3336,-67.4475,adelie penguin,9,2,2011,2010,5669,5,nests
Vestfold North,VESN,58.4.2,78.0954,-68.4842,adelie penguin,15,12,1981,1981,61739,1,nests
Vestfold North,VESN,58.4.2,78.0954,-68.4842,adelie penguin,26,12,2012,2012,45497,5,nests
Vestfold South,VESS,58.4.2,77.9227,-68.5883,adelie penguin,15,12,1981,1981,132049,1,nests
Vestfold South,VESS,58.4.2,77.9227,-68.5883,adelie penguin,10,2,2012,2011,101297,5,nests
Cape Waites,WAIT,88.3,-103.451,-72.713,adelie penguin,8,2,2010,2009,546,5,nests
Cape Washington,WASH,88.1,165.37,-74.64,emperor penguin,0,0,1968,1968,3150,4,chicks
Cape Washington,WASH,88.1,165.37,-74.64,emperor penguin,0,0,1983,1983,16384,2,chicks
Cape Washington,WASH,88.1,165.37,-74.64,emperor penguin,0,0,1986,1986,19364,2,chicks
Cape Washington,WASH,88.1,165.37,-74.64,emperor penguin,0,0,2000,2000,17397,1,chicks
Cape Washington,WASH,88.1,165.37,-74.64,emperor penguin,0,0,2001,2001,18734,1,chicks
Cape Washington,WASH,88.1,165.37,-74.64,emperor penguin,0,0,2002,2002,11093,1,chicks
Cape Washington,WASH,88.1,165.37,-74.64,emperor penguin,0,0,2003,2003,13163,1,chicks
Cape Washington,WASH,88.1,165.37,-74.64,emperor penguin,0,0,2004,2004,16700,1,chicks
Cape Washington,WASH,88.1,165.37,-74.64,emperor penguin,0,0,2004,2004,11160,1,adults
Cape Washington,WASH,88.1,165.37,-74.64,emperor penguin,0,0,2005,2005,23021,1,chicks
Cape Washington,WASH,88.1,165.37,-74.64,emperor penguin,0,0,2005,2005,17015,2,adults
Cape Washington,WASH,88.1,165.37,-74.64,emperor penguin,0,0,2006,2006,17358,1,chicks
Cape Washington,WASH,88.1,165.37,-74.64,emperor penguin,0,0,2006,2006,16822,1,adults
Cape Washington,WASH,88.1,165.37,-74.64,emperor penguin,0,0,2007,2007,16120,2,chicks
Cape Washington,WASH,88.1,165.37,-74.64,emperor penguin,0,0,2007,2007,15651,1,adults
Cape Washington,WASH,88.1,165.37,-74.64,emperor penguin,0,0,2008,2008,23275,2,chicks
Cape Washington,WASH,88.1,165.37,-74.64,emperor penguin,0,0,2008,2008,10220,1,adults
Cape Washington,WASH,88.1,165.37,-74.64,emperor penguin,16,10,2009,2009,11808,2,adults
Cape Washington,WASH,88.1,165.37,-74.64,emperor penguin,0,0,2010,2010,17344,1,chicks
Cape Washington,WASH,88.1,165.37,-74.64,emperor penguin,0,0,2010,2010,6003,1,adults
Cape Washington,WASH,88.1,165.37,-74.64,emperor penguin,0,0,2011,2011,20422,1,chicks
Cape Washington,WASH,88.1,165.37,-74.64,emperor penguin,0,0,2011,2011,10322,1,adults
Cape Washington,WASH,88.1,165.37,-74.64,emperor penguin,0,0,2012,2012,12782,1,chicks
Cape Washington,WASH,88.1,165.37,-74.64,emperor penguin,0,0,2012,2012,17096,1,adults
Watt Bay,WATT,58.4.1,144.2854,-66.9949,adelie penguin,0,0,1982,1982,1850,5,chicks
Watt Bay,WATT,58.4.1,144.2854,-66.9949,adelie penguin,0,0,1997,1997,1600,2,chicks
Watt Bay,WATT,58.4.1,144.2854,-66.9949,adelie penguin,10,1,2012,2011,2797,5,nests
Way Archipelago,WAYA,58.4.1,143.5895,-66.8571,adelie penguin,31,1,1982,1981,20244,5,chicks
Way Archipelago,WAYA,58.4.1,143.5895,-66.8571,adelie penguin,21,11,2011,2011,5997,5,nests
Cape Wheatstone,WHEA,88.1,170.2024,-72.6217,adelie penguin,0,12,1983,1983,2098,2,nests
Cape Wheatstone,WHEA,88.1,170.2024,-72.6217,adelie penguin,0,12,1984,1984,2574,2,nests
Cape Wheatstone,WHEA,88.1,170.2024,-72.6217,adelie penguin,0,12,1985,1985,2816,2,nests
Cape Wheatstone,WHEA,88.1,170.2024,-72.6217,adelie penguin,0,12,1987,1987,2815,2,nests
Cape Wheatstone,WHEA,88.1,170.2024,-72.6217,adelie penguin,0,12,1990,1990,1733,2,nests
Cape Wheatstone,WHEA,88.1,170.2024,-72.6217,adelie penguin,0,12,1991,1991,1886,2,nests
Cape Wheatstone,WHEA,88.1,170.2024,-72.6217,adelie penguin,0,12,1992,1992,2118,2,nests
Cape Wheatstone,WHEA,88.1,170.2024,-72.6217,adelie penguin,0,12,1993,1993,2710,2,nests
Cape Wheatstone,WHEA,88.1,170.2024,-72.6217,adelie penguin,0,12,1998,1998,1513,2,nests
Cape Wheatstone,WHEA,88.1,170.2024,-72.6217,adelie penguin,0,12,2006,2006,5847,2,nests
Cape Wheatstone,WHEA,88.1,170.2024,-72.6217,adelie penguin,7,2,2011,2010,1942,5,nests
Cape Wheatstone,WHEA,88.1,170.2024,-72.6217,adelie penguin,0,12,2013,2013,2037,2,nests
Blakeney/Whitney,WHTY,58.4.1,110.5573,-66.2457,adelie penguin,14,2,1980,1979,3795,4,adults
Blakeney/Whitney,WHTY,58.4.1,110.5573,-66.2457,adelie penguin,2,12,1989,1989,9407,2,nests
Blakeney/Whitney,WHTY,58.4.1,110.5573,-66.2457,adelie penguin,30,1,2011,2010,10821,5,nests
Wood Bay,WOOD,88.1,165.1332,-74.3299,adelie penguin,0,0,1981,1981,1300,2,adults
Wood Bay,WOOD,88.1,165.1332,-74.3299,adelie penguin,0,0,1984,1984,1802,2,nests
Wood Bay,WOOD,88.1,165.1332,-74.3299,adelie penguin,0,0,1987,1987,2491,1,nests
Wood Bay,WOOD,88.1,165.1332,-74.3299,adelie penguin,0,0,1989,1989,1792,3,nests
Wood Bay,WOOD,88.1,165.1332,-74.3299,adelie penguin,0,0,1991,1991,1316,2,nests
Wood Bay,WOOD,88.1,165.1332,-74.3299,adelie penguin,0,0,1994,1994,1960,1,nests
Wood Bay,WOOD,88.1,165.1332,-74.3299,adelie penguin,0,0,1995,1995,1995,1,nests
Wood Bay,WOOD,88.1,165.1332,-74.3299,adelie penguin,27,1,2011,2010,2292,5,nests
Worley Point,WOPT,88.2,-132.777,-74.4057,adelie penguin,28,12,2010,2010,10481,5,nests
Wyatt Earp Islands,WYAT,58.4.2,78.5385,-68.3569,adelie penguin,14,12,2011,2011,1028,5,nests
Young Island,YOUN,88.1,162.4,-66.4167,adelie penguin,0,0,2002,2002,0,0,nests
Ytrehovdeholmen,YTRE,58.4.2,39.4333,-69.2167,adelie penguin,24,11,1981,1981,36,1,adults
Ytrehovdeholmen,YTRE,58.4.2,39.4333,-69.2167,adelie penguin,14,11,1982,1982,56,1,adults
Ytrehovdeholmen,YTRE,58.4.2,39.4333,-69.2167,adelie penguin,11,11,1984,1984,41,1,adults
Ytrehovdeholmen,YTRE,58.4.2,39.4333,-69.2167,adelie penguin,0,0,1986,1986,43,1,adults
Ytrehovdeholmen,YTRE,58.4.2,39.4333,-69.2167,adelie penguin,0,0,1989,1989,40,1,adults
Ytrehovdeholmen,YTRE,58.4.2,39.4333,-69.2167,adelie penguin,0,0,1990,1990,44,1,adults
Ytrehovdeholmen,YTRE,58.4.2,39.4333,-69.2167,adelie penguin,0,0,1994,1994,29,1,adults
Ytrehovdeholmen,YTRE,58.4.2,39.4333,-69.2167,adelie penguin,0,0,1995,1995,27,1,adults
Ytrehovdeholmen,YTRE,58.4.2,39.4333,-69.2167,adelie penguin,0,0,1996,1996,24,1,adults
Ytrehovdeholmen,YTRE,58.4.2,39.4333,-69.2167,adelie penguin,0,0,1997,1997,66,1,adults
Ytrehovdeholmen,YTRE,58.4.2,39.4333,-69.2167,adelie penguin,0,0,1998,1998,85,1,adults
Ytrehovdeholmen,YTRE,58.4.2,39.4333,-69.2167,adelie penguin,0,0,1999,1999,105,1,adults
Ytrehovdeholmen,YTRE,58.4.2,39.4333,-69.2167,adelie penguin,0,0,2000,2000,105,1,adults
Ytrehovdeholmen,YTRE,58.4.2,39.4333,-69.2167,adelie penguin,0,0,2001,2001,107,1,adults
Ytrehovdeholmen,YTRE,58.4.2,39.4333,-69.2167,adelie penguin,0,0,2002,2002,122,1,adults
Ytrehovdeholmen,YTRE,58.4.2,39.4333,-69.2167,adelie penguin,0,0,2003,2003,83,1,adults
Ytrehovdeholmen,YTRE,58.4.2,39.4333,-69.2167,adelie penguin,0,0,2004,2004,102,1,adults
Acuna Island,ACUN,48.2,-44.637,-60.7612,chinstrap penguin,28,12,1983,1983,4000,4,nests
Acuna Island,ACUN,48.2,-44.637,-60.7612,adelie penguin,0,0,1993,1993,2008,1,nests
Acuna Island,ACUN,48.2,-44.637,-60.7612,adelie penguin,0,0,1994,1994,1920,1,nests
Acuna Island,ACUN,48.2,-44.637,-60.7612,adelie penguin,0,0,2004,2004,1880,1,nests
Acuna Island,ACUN,48.2,-44.637,-60.7612,adelie penguin,25,2,2011,2010,3079,5,nests
Ailsa Craig,AILS,48.2,-44.631,-60.78,chinstrap penguin,28,12,1983,1983,6000,4,nests
Barrientos Island (Aitcho Islands),AITC,48.1,-59.7517,-62.4071,chinstrap penguin,25,11,1997,1997,4608,1,nests
Barrientos Island (Aitcho Islands),AITC,48.1,-59.7517,-62.4071,gentoo penguin,13,12,1999,1999,1177,1,nests
Barrientos Island (Aitcho Islands),AITC,48.1,-59.7517,-62.4071,gentoo penguin,11,1,2002,2001,1236,1,chicks
Barrientos Island (Aitcho Islands),AITC,48.1,-59.7517,-62.4071,gentoo penguin,20,12,2003,2003,1486,1,nests
Barrientos Island (Aitcho Islands),AITC,48.1,-59.7517,-62.4071,gentoo penguin,22,1,2006,2005,2483,1,chicks
Barrientos Island (Aitcho Islands),AITC,48.1,-59.7517,-62.4071,gentoo penguin,18,11,2005,2005,1998,1,nests
Barrientos Island (Aitcho Islands),AITC,48.1,-59.7517,-62.4071,gentoo penguin,20,12,2006,2006,1639,1,nests
Barrientos Island (Aitcho Islands),AITC,48.1,-59.7517,-62.4071,gentoo penguin,3,12,2007,2007,1383,1,nests
Barrientos Island (Aitcho Islands),AITC,48.1,-59.7517,-62.4071,chinstrap penguin,25,1,2009,2008,8307,1,chicks
Barrientos Island (Aitcho Islands),AITC,48.1,-59.7517,-62.4071,chinstrap penguin,26,11,2008,2008,5620,1,nests
Barrientos Island (Aitcho Islands),AITC,48.1,-59.7517,-62.4071,gentoo penguin,4,11,2008,2008,2210,1,nests
Barrientos Island (Aitcho Islands),AITC,48.1,-59.7517,-62.4071,gentoo penguin,29,12,2008,2008,2742,1,chicks
Barrientos Island (Aitcho Islands),AITC,48.1,-59.7517,-62.4071,chinstrap penguin,22,1,2010,2009,4870,1,chicks
Barrientos Island (Aitcho Islands),AITC,48.1,-59.7517,-62.4071,gentoo penguin,10,12,2009,2009,1900,1,nests
Barrientos Island (Aitcho Islands),AITC,48.1,-59.7517,-62.4071,gentoo penguin,21,12,2010,2010,1319,1,nests
Barrientos Island (Aitcho Islands),AITC,48.1,-59.7517,-62.4071,chinstrap penguin,17,11,2011,2011,4047,1,nests
Barrientos Island (Aitcho Islands),AITC,48.1,-59.7517,-62.4071,gentoo penguin,17,11,2011,2011,2213,1,nests
Barrientos Island (Aitcho Islands),AITC,48.1,-59.7517,-62.4071,gentoo penguin,28,1,2014,2013,2297,1,chicks
Barrientos Island (Aitcho Islands),AITC,48.1,-59.7517,-62.4071,gentoo penguin,4,12,2014,2014,1916,1,nests
Barrientos Island (Aitcho Islands),AITC,48.1,-59.7517,-62.4071,gentoo penguin,26,12,2015,2015,1828,1,nests
Aitken Cove,AITK,48.2,-44.525,-60.738,chinstrap penguin,28,12,1983,1983,3300,4,nests
Alcock Island,ALCO,48.1,-61.127,-64.24,chinstrap penguin,0,0,1989,1989,3000,4,nests
Alcock Island,ALCO,48.1,-61.127,-64.24,chinstrap penguin,5,1,1998,1997,605,2,nests
Alcock Island,ALCO,48.1,-61.127,-64.24,chinstrap penguin,9,2,2011,2010,1100,1,nests
Alcock Island,ALCO,48.1,-61.127,-64.24,chinstrap penguin,10,12,2010,2010,1016,1,nests
Brown Station,ALMI,48.1,-62.8667,-64.8833,gentoo penguin,28,11,1995,1995,8,1,nests
Brown Station,ALMI,48.1,-62.8667,-64.8833,gentoo penguin,2,12,1995,1995,6,1,nests
Brown Station,ALMI,48.1,-62.8667,-64.8833,gentoo penguin,13,12,1995,1995,6,1,nests
Brown Station,ALMI,48.1,-62.8667,-64.8833,gentoo penguin,16,12,1995,1995,6,1,nests
Brown Station,ALMI,48.1,-62.8667,-64.8833,gentoo penguin,25,11,1996,1996,9,1,nests
Brown Station,ALMI,48.1,-62.8667,-64.8833,gentoo penguin,23,11,1997,1997,6,1,nests
Brown Station,ALMI,48.1,-62.8667,-64.8833,gentoo penguin,4,12,1997,1997,8,1,nests
Brown Station,ALMI,48.1,-62.8667,-64.8833,gentoo penguin,16,1,2006,2005,111,1,nests
Brown Station,ALMI,48.1,-62.8667,-64.8833,gentoo penguin,6,2,2006,2005,121,1,chicks
Brown Station,ALMI,48.1,-62.8667,-64.8833,gentoo penguin,19,11,2006,2006,128,1,nests
Brown Station,ALMI,48.1,-62.8667,-64.8833,gentoo penguin,8,1,2008,2007,123,1,nests
Brown Station,ALMI,48.1,-62.8667,-64.8833,gentoo penguin,3,1,2009,2008,140,1,nests
Brown Station,ALMI,48.1,-62.8667,-64.8833,gentoo penguin,29,1,2009,2008,165,1,chicks
Brown Station,ALMI,48.1,-62.8667,-64.8833,gentoo penguin,17,11,2008,2008,192,1,nests
Brown Station,ALMI,48.1,-62.8667,-64.8833,gentoo penguin,30,11,2008,2008,163,1,nests
Brown Station,ALMI,48.1,-62.8667,-64.8833,gentoo penguin,8,12,2008,2008,153,1,nests
Brown Station,ALMI,48.1,-62.8667,-64.8833,gentoo penguin,5,2,2010,2009,228,1,chicks
Brown Station,ALMI,48.1,-62.8667,-64.8833,gentoo penguin,23,12,2009,2009,165,1,nests
Brown Station,ALMI,48.1,-62.8667,-64.8833,gentoo penguin,22,1,2012,2011,158,1,nests
Brown Station,ALMI,48.1,-62.8667,-64.8833,gentoo penguin,1,2,2012,2011,178,1,chicks
Brown Station,ALMI,48.1,-62.8667,-64.8833,gentoo penguin,4,12,2011,2011,189,1,nests
Brown Station,ALMI,48.1,-62.8667,-64.8833,gentoo penguin,8,1,2013,2012,188,1,nests
Brown Station,ALMI,48.1,-62.8667,-64.8833,gentoo penguin,11,1,2013,2012,159,1,nests
Brown Station,ALMI,48.1,-62.8667,-64.8833,gentoo penguin,22,1,2013,2012,183,1,nests
Brown Station,ALMI,48.1,-62.8667,-64.8833,gentoo penguin,12,12,2012,2012,162,1,nests
Brown Station,ALMI,48.1,-62.8667,-64.8833,gentoo penguin,3,1,2014,2013,150,1,nests
Brown Station,ALMI,48.1,-62.8667,-64.8833,gentoo penguin,26,1,2014,2013,129,1,nests
Brown Station,ALMI,48.1,-62.8667,-64.8833,gentoo penguin,12,12,2013,2013,197,1,nests
Brown Station,ALMI,48.1,-62.8667,-64.8833,gentoo penguin,23,12,2013,2013,164,1,nests
Brown Station,ALMI,48.1,-62.8667,-64.8833,gentoo penguin,1,2,2015,2014,211,1,chicks
Brown Station,ALMI,48.1,-62.8667,-64.8833,gentoo penguin,6,12,2014,2014,126,1,nests
Brown Station,ALMI,48.1,-62.8667,-64.8833,gentoo penguin,14,12,2014,2014,204,1,nests
