AKC_ID,year,month,Group_SSMU_Code,SSMU_Code,Krill_Green_Weight/tons,wq
11413,2015,12,AP,APBSW,3678,Y
11414,2015,12,AP,APW,7558,Y
11415,2016,1,AP,APBSE,60,Y
11416,2016,1,AP,APBSW,524,Y
11417,2016,1,AP,APDPE,2519,Y
11418,2016,1,AP,APEI,8,Y
11419,2016,1,AP,APW,1617,Y
11420,2016,1,SO,SONE,48,Y
11421,2016,1,SO,SOSE,123,Y
11422,2016,1,SO,SOW,21180,Y
11423,2016,2,AP,APBSE,5028,Y
11424,2016,2,AP,APBSW,4265,Y
11425,2016,2,AP,APDPE,2530,Y
11426,2016,2,AP,APDPW,10,Y
11427,2016,2,AP,APEI,617,Y
11428,2016,2,AP,APPA,3,Y
11429,2016,2,SO,SONE,346,Y
11430,2016,2,SO,SOSE,17,Y
11431,2016,2,SO,SOW,12399,Y
11432,2016,3,AP,APBSE,20104,Y
11433,2016,3,AP,APBSW,9889,Y
11434,2016,3,AP,APW,7464,Y
11435,2016,4,AP,APBSE,17153,Y
11436,2016,4,AP,APBSW,2968,Y
11437,2016,4,AP,APEI,0,Y
11438,2016,4,AP,APPA,10,Y
11439,2016,4,AP,APW,15050,Y
11440,2016,4,SO,SONE,42,Y
11441,2016,4,SO,SOW,147,Y
11442,2016,5,AP,APBSE,30212,Y
11443,2016,5,AP,APBSW,16780,Y
11444,2016,5,AP,APW,6143,Y
11445,2016,6,SG,SGE,15491,Y
11446,2016,6,SG,SGPA,218,Y
11447,2016,7,SG,SGE,24175,Y
11448,2016,8,SG,SGE,25732,Y
11449,2016,9,SG,SGE,5791,Y
